Date,Temperature,Vibration,Pressure,Current,Humidity,Caudal,Unhealthy
2024-03-05 00:00:00,66.58469077054431,31.131351807103165,100047.38442690503,10.364605971281605,-49.75934053249063,4353.793981225473,0
2024-03-05 00:15:00,59.990772316286616,30.474256298465036,100070.82225404757,9.815224800476827,-49.40154131839032,4181.549393371155,0
2024-03-05 00:30:00,67.9977272904456,31.640592611377134,100014.91466938853,10.550455636901788,-51.86066183320667,4371.914568873089,0
2024-03-05 00:45:00,58.25062893191651,30.876819296732926,100009.54573285674,9.923341157292622,-44.36907714309033,4107.9924940687,1
2024-03-05 01:00:00,57.92432649271554,30.54514005365137,100004.64170549477,9.935304521003008,-50.73215405887292,4120.612575120578,0
2024-03-05 01:15:00,61.09448393633406,30.641297814227094,99899.01274479552,10.284380500875043,-49.73044614339498,4203.599690289175,0
2024-03-05 01:30:00,58.680235026504725,52.021494605155134,100057.85584350281,10.242902579172634,-50.26224452625314,4123.561459488183,1
2024-03-05 01:45:00,69.02109392435713,30.732890486397885,100025.74694150474,9.655537013360853,-52.3951921359388,4394.227863875687,0
2024-03-05 02:00:00,65.31000117302264,31.312540026114792,100028.26441151474,9.886264392476093,-51.82665115663409,4268.078871822386,0
2024-03-05 02:15:00,68.5297183451465,31.300373870845874,100077.45433663146,9.935425292664938,-51.56788984144057,4383.426595269429,0
2024-03-05 02:30:00,68.21122406066118,31.808720473463925,100072.99413971242,10.396364574355463,-45.797056914267934,4366.786309180083,1
2024-03-05 02:45:00,65.08459790785403,30.846065619072437,99955.43482513986,10.191310721726767,-49.99398690569183,4303.52639014957,0
2024-03-05 03:00:00,56.026964910083116,30.15509942193052,100090.46909853433,10.2275920007384,-48.70497719199358,4072.0020548751786,0
2024-03-05 03:15:00,63.03246060646201,31.149667338220368,100002.66031409657,9.877030555062827,-49.85727946878812,4223.856530232507,0
2024-03-05 03:30:00,68.0648627659035,31.71552029194704,100012.04959517866,10.51640092083439,-49.773275032459885,4354.170373803644,0
2024-03-05 03:45:00,63.342366181263486,31.68472037914114,100050.73182260855,10.316374827877265,-49.178438697533714,4254.522877039401,0
2024-03-05 04:00:00,61.96043499411684,31.81719027006571,100090.75716391299,10.448414803373346,-48.4955330689212,4174.367996696367,0
2024-03-05 04:15:00,57.046185627706805,32.260646846469676,100029.0315017023,10.323153185426749,-48.98906079678721,4038.750509012905,0
2024-03-05 04:30:00,68.24005147542344,32.87256539281044,100113.57939267301,10.38686704574909,-50.59830751091672,4266.651325279957,0
2024-03-05 04:45:00,56.69446805303245,32.57273899893483,100149.04959338675,10.415460096035881,-48.88595534722157,3999.7742130090464,0
2024-03-05 05:00:00,72.102302889836,34.26692464429993,100060.6164194034,10.355885979143629,-51.40770210666116,4350.533355774065,0
2024-03-05 05:15:00,64.21775800005733,34.05351148016075,100169.84979824963,10.779031405087382,-49.545757946041654,4128.039109055365,0
2024-03-05 05:30:00,70.16678077999289,34.71954977233413,100210.69206707377,10.991576157619999,-51.29072419297476,4286.621735405729,0
2024-03-05 05:45:00,60.60181167384355,34.3266226177666,100194.04918960486,10.57949412707244,-50.87537587745981,4039.9035248325904,0
2024-03-05 06:00:00,67.13940323062354,35.22193795892895,100233.68136938638,10.850870115587714,-48.75506446820607,4180.9072472024645,0
2024-03-05 06:15:00,76.49353740049541,35.76094381809602,100118.80521378451,10.794848995663848,-49.443312152823744,4404.208512681433,0
2024-03-05 06:30:00,76.84512837799744,36.097955205951514,100275.01214766812,10.933540111211508,-52.444956138806454,4404.655974312276,0
2024-03-05 06:45:00,71.06254411626415,36.2526711563654,100232.49672642603,11.144569986469499,-52.009645621139,4244.59334646937,0
2024-03-05 07:00:00,82.4023502352264,36.96102884693118,100321.3289923276,11.11321762650163,-50.24631552562807,4307.15764738292,1
2024-03-05 07:15:00,54.786184758139804,30.049126246389914,99990.66427519787,10.326889128172828,-48.78648935095486,4051.770861990196,0
2024-03-05 07:30:00,56.072544996438005,30.26567140629764,100004.30665413316,9.908157295622209,-50.47867643197739,4062.3743459046846,0
2024-03-05 07:45:00,56.03977126391935,30.6208137053581,100070.72944953453,10.420927014515165,-50.91123572023717,4067.4988281296783,0
2024-03-05 08:00:00,57.39573424076325,30.95676999946788,100213.94404042276,10.463914982286916,-51.213912448858736,4091.8376115265864,0
2024-03-05 08:15:00,62.109146723002276,31.576173261893707,100031.30129402575,10.29934081593453,-50.837133706143455,4171.297009416466,0
2024-03-05 08:30:00,70.98848570585909,32.43351362414331,100060.38030378806,10.187201846064037,-51.78664251851033,4402.599019101615,0
2024-03-05 08:45:00,63.476831000084495,32.31880693501205,100151.65060701942,10.267653016854435,-50.584862879328576,3785.6929469830416,1
2024-03-05 09:00:00,59.78971166800306,30.44906800603787,100056.78460560326,9.834058629068476,-50.18622231948324,4257.872838204811,0
2024-03-05 09:15:00,63.71578479716299,30.176333699882647,100000.27419736379,10.237665703692128,-49.93648435909961,4269.382832692404,0
2024-03-05 09:30:00,62.631630676851124,30.7107840428338,100061.3463686882,10.136179894238227,-49.066776410941166,4252.179958283877,0
2024-03-05 09:45:00,56.0731825231401,31.45902314819725,100135.48856562297,10.320406896009384,-50.13049216009684,4036.4653295211865,0
2024-03-05 10:00:00,64.17086884242698,32.55615865277916,99986.0639875548,10.599208862297838,-50.20444832541893,4236.216529447055,0
2024-03-05 10:15:00,62.524149160879276,32.82031240250072,100022.92774211001,16.000248757536717,-49.67797926576255,4179.352535989736,1
2024-03-05 10:30:00,54.386030359934715,30.04632386072966,100078.50627732878,9.896305156591522,-50.87002747399672,4049.1599485595157,0
2024-03-05 10:45:00,67.775249519049,30.862267001066126,100158.66799016249,10.131843686802897,-51.16887890276431,4367.1828015651,0
2024-03-05 11:00:00,59.39418587931364,31.193546988961213,99986.12358173625,10.22074035962777,-51.27807388645485,4146.789912837496,0
2024-03-05 11:15:00,58.24179202387702,31.397552630900588,100033.773986686,10.337874912245583,-49.41508005042412,3778.4192607405435,1
2024-03-05 11:30:00,61.75914812839631,30.82829350355215,99952.92493845255,9.896738918189032,-52.310609537312565,4252.1425412966355,0
2024-03-05 11:45:00,56.17742891894949,30.547885287202273,100011.8193893893,10.108610875255787,-49.87817764986864,4098.312827881945,0
2024-03-05 12:00:00,55.813147291471836,31.23114396280756,100145.278702282,10.32351831595861,-48.09455714805661,3725.934671973789,1
2024-03-05 12:15:00,56.46580251966119,29.894762574473887,99984.4241098504,9.778667780630355,-47.0848821367355,4114.791120561734,0
2024-03-05 12:30:00,65.05483131702684,31.48418676130026,99945.52213869609,10.317424440025741,-50.45165115799116,4295.839277605514,0
2024-03-05 12:45:00,64.88370591232558,31.413006038963346,100041.278328545,10.304134419510135,-49.30991574743142,4297.534452292016,0
2024-03-05 13:00:00,59.12068006363219,30.826496420814994,100082.33198657585,10.197345524806842,-49.42862106157323,4124.022198762167,0
2024-03-05 13:15:00,55.204748527961556,31.37518185329012,100126.59222697343,10.002887925392606,-48.55089950717158,4000.248328253746,0
2024-03-05 13:30:00,84.95088955894413,31.676047844493205,100005.90898374334,10.00828020000117,-51.151270455376604,4138.941306209126,1
2024-03-05 13:45:00,56.8358071157522,29.968502546570452,100130.4861377703,9.927220617290667,-50.34578896581951,4086.8813209214586,0
2024-03-05 14:00:00,62.03763621348712,31.195310075629486,99988.38222134479,10.21428311127728,-48.367133223983444,4215.529257615234,0
2024-03-05 14:15:00,64.7747877597538,30.985400256084056,100002.47217706688,10.200947059727627,-50.39026109533035,4293.836447749206,0
2024-03-05 14:30:00,64.68234477686805,31.779244195472288,100094.09457448132,10.609341465147207,-49.867313551042145,4266.549770556539,0
2024-03-05 14:45:00,54.65748865946202,31.580689941004955,100040.52298394598,10.398991103512305,-51.06199215240627,3992.68206612107,0
2024-03-05 15:00:00,70.73874314715056,32.33334184491346,100085.23522338066,10.415804305154067,-50.66500945887374,4297.3754079485625,0
2024-03-05 15:15:00,60.586962493693086,31.890885586204362,100098.44807965006,10.0129519518749,-50.224697320982855,4104.9231998383,0
2024-03-05 15:30:00,62.5308572711521,32.651469747947736,100212.33184980239,10.26598304673477,-49.85041318517787,4161.920282652318,0
2024-03-05 15:45:00,59.05867110863887,33.215006227499465,100170.38577706247,10.684508016058015,-49.433289121671606,4045.1228486266027,0
2024-03-05 16:00:00,57.372337349475835,33.00516348997271,100192.03217744944,10.469475204139522,-52.21366631458702,4020.427692873715,0
2024-03-05 16:15:00,64.02536252371173,33.441331898532695,100285.10131409178,10.655479382111036,-50.284368768728996,4127.113749462476,0
2024-03-05 16:30:00,72.50881289008144,34.78017202995503,100249.9677718293,10.904926736582555,-50.365533229524544,4355.807031973356,0
2024-03-05 16:45:00,69.55164150964161,35.57281763693695,100176.52391915889,10.820909879218151,-50.86076022739455,4266.657265710368,0
2024-03-05 17:00:00,66.32044459978637,34.85900810647506,100229.96115613026,10.969439187940548,-49.45853726537075,4145.836280453534,0
2024-03-05 17:15:00,72.26436745453776,35.52843300861474,100251.64299464067,10.64923835324135,-51.27263937535651,4290.646485166478,0
2024-03-05 17:30:00,68.1969162361105,35.584229782080335,100175.26592621395,11.192165357475705,-51.93874552307741,4180.591607381129,0
2024-03-05 17:45:00,65.05750158058959,35.60484238252698,100315.72546426527,11.002095477950418,-50.95554824091259,4076.453308215442,0
2024-03-05 18:00:00,71.2551918376777,36.77262082135998,100315.81638373513,11.149297695179598,-51.94032127413975,4270.0829881693635,0
2024-03-05 18:15:00,62.71431298063238,36.314794927197056,100283.45561822141,11.540681453436422,-49.76791660353084,4002.7625650726714,0
2024-03-05 18:30:00,69.61632455449433,37.27631901686426,100316.06786077251,11.284384150847059,-51.99691377949654,4159.738935093434,0
2024-03-05 18:45:00,66.81636174523234,37.17181462460665,100270.74182505,11.57051236309793,-51.24542481282359,4085.4532434505236,0
2024-03-05 19:00:00,76.04642224063132,38.11090196096628,100381.12852160048,11.807950481267856,-51.00252235528113,4291.611692015128,0
2024-03-05 19:15:00,76.47975065987407,38.050569496780966,100393.54503659671,11.256510677508182,-52.905191768385016,4290.783283173741,0
2024-03-05 19:30:00,76.1190133249665,38.548536406408665,100359.01811005367,11.55049799088343,-50.746223036960934,4255.92357774949,0
2024-03-05 19:45:00,76.28461423235193,38.9625851539166,100412.35826121298,11.359833664226782,-52.084786775495765,4270.370957702417,0
2024-03-05 20:00:00,73.56078173904453,38.85618179105078,100438.19395583974,12.00210460031827,-49.445745733679495,4198.6420807208515,0
2024-03-05 20:15:00,67.48712345550072,38.90024906326554,100349.96103585817,11.477740275047893,-49.897596811600835,4018.3972767087303,0
2024-03-05 20:30:00,78.6300848614934,40.01041235550018,100384.74940721208,11.66884618446846,-52.90412128582445,4279.8020541446795,0
2024-03-05 20:45:00,69.66081548953414,39.64662372589329,100438.64983779867,11.896015635943318,-50.41118865373908,4027.432261488727,0
2024-03-05 21:00:00,77.69548627153436,40.521998133205166,100394.83166969131,11.369421881409504,-51.514528554913895,3781.8210730163355,1
2024-03-05 21:15:00,67.75111026165072,31.444579330788557,100017.5267907797,10.094099447008087,-50.92022910532455,3785.6185373736726,1
2024-03-05 21:30:00,52.93743341242035,29.655849911927533,100011.47506109705,10.15730032876524,-48.83506594299742,4206.720275538641,0
2024-03-05 21:45:00,60.94432750953951,30.247624999730487,100011.63878920225,9.978648648556364,-49.163110951503995,4203.957293822912,0
2024-03-05 22:00:00,81.96480583039816,30.684369760870084,100072.07313641024,10.33183103206053,-49.31374325546498,4099.121547672914,1
2024-03-05 22:15:00,57.13792159221641,30.150843960610622,100074.82857508323,10.028294085394606,-48.05932524723497,4126.363889293825,0
2024-03-05 22:30:00,64.23782069455038,30.916820394720656,99950.04317567765,10.038655383390683,-49.539526402059884,4266.928647326428,0
2024-03-05 22:45:00,56.03283840068775,31.141275523407575,99977.64368552352,9.985677192297869,-48.963673761389956,4067.782138504336,0
2024-03-05 23:00:00,55.11709409726466,31.451924634706906,100074.05897811348,10.054875830045127,-47.810095952762175,4007.6195138412872,0
2024-03-05 23:15:00,65.06121500266303,32.13062312913829,100177.81035649702,10.079358326855663,-50.98797463878198,4261.240541315187,0
2024-03-05 23:30:00,55.640474590136954,31.687954413058876,100038.05990859987,10.460580080982826,-49.737131216928745,4008.1329690347447,0
2024-03-05 23:45:00,68.42742101476647,32.62780529592112,100133.27548228158,10.067847448168836,-51.89849191747068,4309.671045558127,0
2024-03-06 00:00:00,64.75589374416309,32.41059330222662,100155.99186454357,10.769300787189316,-51.48677968076139,4222.775135935447,0
2024-03-06 00:15:00,58.7435348007422,32.6425546936837,100064.08171335334,10.187838237603843,-47.34128349839112,4029.0560687257152,0
2024-03-06 00:30:00,70.02409861745848,32.91036771145079,100149.64786005377,10.862481724348527,-50.00099124976722,4321.218285162411,0
2024-03-06 00:45:00,63.618673974113406,34.31779557140414,100226.05168477626,10.776419540693723,-48.746250389656886,4151.209839811879,0
2024-03-06 01:00:00,66.09842533847586,33.8314530812195,100231.64819735764,10.681010958314209,-50.53951818224316,4182.438492429915,0
2024-03-06 01:15:00,62.797406949321115,34.269518523650014,100233.30401391923,11.025386644776862,-49.856427049129515,3709.2626921189035,1
2024-03-06 01:30:00,67.93228289111366,30.684066080667037,99926.85837580786,9.854671853052855,-51.23859490621422,4383.465434053899,0
2024-03-06 01:45:00,61.723416624639235,30.446680596463803,99949.24340920472,10.352947870891434,-50.076193480123166,4225.713571078661,0
